GPU 0: NVIDIA A100-SXM4-40GB (UUID: GPU-6da32a56-b72c-9033-152d-27befc73a4b4)
host gpuhost006.jc.rl.ac.uk | CUDA ok | Wed 12 Aug 16:24:18 BST 2026
args: python /home/users/dv321/dissertation/Code/3 - Diffusion stage/train_ldm.py --attn 16 --batch 32 --cond-drop 0.1 --cond-mode full --dropout 0.0 --lr 0.0001 --mults 1,2,4 --p-mean -1.2 --p-std 1.2 --weight-decay 0.0 --width 128 --limit 613892 --epochs 6 --warmup 1000 --psd-crops 128 --patience 0 --no-keep-sampled --sample-every 6 --sample-crops 128 --seed 0 --out /home/users/dv321/dissertation_outputs/hpo/ldm_coarse/trial_015_r2 --latents-dir /work/scratch-nopw2/dv321/dissertation/latents_ml_ep17 --vae /home/users/dv321/dissertation_outputs/vae_v2/vae_ep17.pt --leads 15,30,45,60
pooled sigma_data 0.7407 from [+15min 0.5800, +30min 0.7073, +45min 0.7921, +60min 0.8546]
diagnostics: 128 fixed val crops (rows 0..53123), 8 members, 25 steps
device=cuda | denoiser 65.7M params | cond=full (20ch) | sigma_data=0.7407 | latent_scale=0.784
train rows 613892 | val rows 53124 | 19184 steps/epoch (batch 32) | weighted loss starts near 1.0 by construction
GPU: NVIDIA A100-SXM4-40GB | 42 GB total
  ep2 step 14400/19184 | loss_w 0.3659 raw 0.0476 | lr 8.12e-05 | gn 0.24 | 292 img/s
  ep2 step 14600/19184 | loss_w 0.3658 raw 0.0476 | lr 8.10e-05 | gn 0.24 | 292 img/s
  ep2 step 14800/19184 | loss_w 0.3658 raw 0.0476 | lr 8.08e-05 | gn 0.24 | 292 img/s
  ep2 step 15000/19184 | loss_w 0.3658 raw 0.0476 | lr 8.05e-05 | gn 0.24 | 292 img/s
  ep2 step 15200/19184 | loss_w 0.3658 raw 0.0476 | lr 8.03e-05 | gn 0.24 | 292 img/s
  ep2 step 15400/19184 | loss_w 0.3658 raw 0.0476 | lr 8.01e-05 | gn 0.24 | 292 img/s
  ep2 step 15600/19184 | loss_w 0.3657 raw 0.0476 | lr 7.99e-05 | gn 0.24 | 292 img/s
  ep2 step 15800/19184 | loss_w 0.3657 raw 0.0475 | lr 7.97e-05 | gn 0.24 | 292 img/s
  ep2 step 16000/19184 | loss_w 0.3656 raw 0.0475 | lr 7.94e-05 | gn 0.24 | 292 img/s
  ep2 step 16200/19184 | loss_w 0.3655 raw 0.0475 | lr 7.92e-05 | gn 0.24 | 292 img/s
